ID,Prob1
11718, 0.47
11719, 0.47
11720, 0.26
11721, 0.47
11722, 0.47
11723, 0.26
11724, 0.33
11725, 0.26
11726, 0.32
11727, 0.47
11728, 0.26
11729, 0.47
11730, 0.26
11731, 0.47
11732, 0.26
11733, 0.26
11734, 0.47
11735, 0.26
11736, 0.26
11737, 0.47
11738, 0.47
11739, 0.26
11740, 0.47
11741, 0.26
11742, 0.47
11743, 0.47
11744, 0.36
11745, 0.26
11746, 0.47
11747, 0.47
11748, 0.26
11749, 0.26
11750, 0.26
11751, 0.26
11752, 0.47
11753, 0.26
11754, 0.26
11755, 0.26
11756, 0.26
11757, 0.26
11758, 0.26
11759, 0.26
11760, 0.26
11761, 0.26
11762, 0.47
11763, 0.26
11764, 0.47
11765, 0.40
11766, 0.26
11767, 0.32
11768, 0.26
11769, 0.47
11770, 0.26
11771, 0.47
11772, 0.26
11773, 0.26
11774, 0.26
11775, 0.26
11776, 0.26
11777, 0.26
11778, 0.32
11779, 0.33
11780, 0.47
11781, 0.26
11782, 0.26
11783, 0.26
11784, 0.26
11785, 0.26
11786, 0.47
11787, 0.47
11788, 0.26
11789, 0.47
11790, 0.26
11791, 0.26
11792, 0.47
11793, 0.26
11794, 0.47
11795, 0.47
11796, 0.47
11797, 0.26
11798, 0.47
11799, 0.26
11800, 0.47
11801, 0.47
11802, 0.47
11803, 0.47
11804, 0.32
11805, 0.26
11806, 0.26
11807, 0.47
11808, 0.47
11809, 0.47
11810, 0.47
11811, 0.26
11812, 0.26
11813, 0.26
11814, 0.47
11815, 0.47
11816, 0.47
11817, 0.26
11818, 0.26
11819, 0.47
11820, 0.47
11821, 0.26
11822, 0.47
11823, 0.47
11824, 0.47
11825, 0.47
11826, 0.26
11827, 0.26
11828, 0.26
11829, 0.26
11830, 0.26
11831, 0.26
11832, 0.47
11833, 0.47
11834, 0.26
11835, 0.47
11836, 0.26
11837, 0.26
11838, 0.26
11839, 0.47
11840, 0.26
11841, 0.47
11842, 0.47
11843, 0.47
11844, 0.26
11845, 0.26
11846, 0.26
11847, 0.26
11848, 0.47
11849, 0.26
11850, 0.40
11851, 0.47
11852, 0.26
11853, 0.26
11854, 0.47
11855, 0.47
11856, 0.47
11857, 0.26
11858, 0.47
11859, 0.26
11860, 0.47
11861, 0.26
11862, 0.26
11863, 0.47
11864, 0.47
11865, 0.47
11866, 0.26
11867, 0.47
11868, 0.26
11869, 0.26
11870, 0.26
11871, 0.26
11872, 0.47
11873, 0.47
11874, 0.28
11875, 0.26
11876, 0.47
11877, 0.26
11878, 0.28
11879, 0.26
11880, 0.47
11881, 0.26
11882, 0.32
11883, 0.47
11884, 0.26
11885, 0.26
11886, 0.26
11887, 0.26
11888, 0.26
11889, 0.47
11890, 0.32
11891, 0.26
11892, 0.24
11893, 0.47
11894, 0.26
11895, 0.47
11896, 0.26
11897, 0.31
11898, 0.26
11899, 0.26
11900, 0.47
11901, 0.47
11902, 0.26
11903, 0.47
11904, 0.26
11905, 0.26
11906, 0.26
11907, 0.26
11908, 0.26
11909, 0.26
11910, 0.47
11911, 0.26
11912, 0.26
11913, 0.26
11914, 0.47
11915, 0.32
11916, 0.26
11917, 0.47
11918, 0.47
11919, 0.32
11920, 0.26
11921, 0.26
11922, 0.47
11923, 0.47
11924, 0.47
11925, 0.47
11926, 0.26
11927, 0.47
11928, 0.26
11929, 0.26
11930, 0.47
11931, 0.32
11932, 0.47
11933, 0.26
11934, 0.26
11935, 0.26
11936, 0.47
11937, 0.47
11938, 0.47
11939, 0.47
11940, 0.47
11941, 0.26
11942, 0.26
11943, 0.40
11944, 0.47
11945, 0.26
11946, 0.26
11947, 0.26
11948, 0.47
11949, 0.26
11950, 0.47
11951, 0.47
11952, 0.26
11953, 0.26
11954, 0.26
11955, 0.26
11956, 0.26
11957, 0.47
11958, 0.47
11959, 0.47
11960, 0.47
11961, 0.32
11962, 0.47
11963, 0.26
11964, 0.26
11965, 0.26
11966, 0.26
11967, 0.26
11968, 0.47
11969, 0.26
11970, 0.47
11971, 0.47
11972, 0.47
11973, 0.47
11974, 0.47
11975, 0.47
11976, 0.26
11977, 0.26
11978, 0.26
11979, 0.47
11980, 0.26
11981, 0.47
11982, 0.26
11983, 0.47
11984, 0.26
11985, 0.47
11986, 0.26
11987, 0.26
11988, 0.47
11989, 0.47
11990, 0.26
11991, 0.26
11992, 0.47
11993, 0.26
11994, 0.26
11995, 0.47
11996, 0.47
11997, 0.26
11998, 0.47
11999, 0.26
12000, 0.32
12001, 0.26
12002, 0.26
12003, 0.47
12004, 0.47
12005, 0.26
12006, 0.47
12007, 0.26
12008, 0.26
12009, 0.47
12010, 0.26
12011, 0.26
12012, 0.26
12013, 0.26
12014, 0.47
12015, 0.47
12016, 0.26
12017, 0.34
12018, 0.47
12019, 0.47
12020, 0.26
12021, 0.26
12022, 0.47
12023, 0.47
12024, 0.26
12025, 0.26
12026, 0.30
12027, 0.47
12028, 0.26
12029, 0.26
12030, 0.47
12031, 0.26
12032, 0.35
12033, 0.47
12034, 0.47
12035, 0.26
12036, 0.47
12037, 0.26
12038, 0.26
12039, 0.32
12040, 0.47
12041, 0.26
12042, 0.47
12043, 0.26
12044, 0.26
12045, 0.26
12046, 0.26
12047, 0.26
12048, 0.47
12049, 0.47
12050, 0.26
12051, 0.26
12052, 0.47
12053, 0.47
12054, 0.26
12055, 0.47
12056, 0.26
12057, 0.47
12058, 0.26
12059, 0.26
12060, 0.26
12061, 0.26
12062, 0.47
12063, 0.26
12064, 0.47
12065, 0.47
12066, 0.26
12067, 0.26
12068, 0.47
12069, 0.26
12070, 0.32
12071, 0.26
12072, 0.33
12073, 0.47
12074, 0.47
12075, 0.26
12076, 0.26
12077, 0.47
12078, 0.26
12079, 0.25
12080, 0.47
12081, 0.47
12082, 0.26
12083, 0.26
12084, 0.26
12085, 0.26
12086, 0.26
12087, 0.47
12088, 0.26
12089, 0.26
12090, 0.26
12091, 0.26
12092, 0.47
12093, 0.26
12094, 0.32
12095, 0.47
12096, 0.26
12097, 0.26
12098, 0.26
12099, 0.47
12100, 0.47
12101, 0.26
12102, 0.26
12103, 0.26
12104, 0.47
12105, 0.47
12106, 0.26
12107, 0.47
12108, 0.23
12109, 0.47
12110, 0.30
12111, 0.47
12112, 0.47
12113, 0.47
12114, 0.47
12115, 0.47
12116, 0.26
12117, 0.33
12118, 0.26
12119, 0.47
12120, 0.26
12121, 0.32
12122, 0.26
12123, 0.26
12124, 0.47
12125, 0.47
12126, 0.26
12127, 0.26
12128, 0.47
12129, 0.26
12130, 0.26
12131, 0.26
12132, 0.47
12133, 0.26
12134, 0.26
12135, 0.26
12136, 0.26
12137, 0.47
12138, 0.26
12139, 0.26
12140, 0.47
12141, 0.47
12142, 0.26
12143, 0.26
12144, 0.26
12145, 0.47
12146, 0.26
12147, 0.26
12148, 0.26
12149, 0.26
12150, 0.47
12151, 0.47
12152, 0.47
12153, 0.26
12154, 0.26
12155, 0.26
12156, 0.26
12157, 0.26
12158, 0.26
12159, 0.47
12160, 0.47
12161, 0.26
12162, 0.26
12163, 0.26
12164, 0.47
12165, 0.26
12166, 0.26
12167, 0.26
12168, 0.47
12169, 0.47
12170, 0.26
12171, 0.47
12172, 0.26
12173, 0.26
12174, 0.32
12175, 0.26
12176, 0.47
12177, 0.47
12178, 0.26
12179, 0.26
12180, 0.26
12181, 0.32
12182, 0.47
12183, 0.26
12184, 0.29
12185, 0.26
12186, 0.47
12187, 0.47
12188, 0.26
12189, 0.47
12190, 0.26
12191, 0.26
12192, 0.47
12193, 0.26
12194, 0.47
12195, 0.26
12196, 0.26
12197, 0.26
12198, 0.26
12199, 0.32
12200, 0.32
12201, 0.47
12202, 0.47
12203, 0.47
12204, 0.26
12205, 0.26
12206, 0.26
12207, 0.47
12208, 0.47
12209, 0.26
12210, 0.26
12211, 0.26
12212, 0.47
12213, 0.26
12214, 0.47
12215, 0.47
12216, 0.26
12217, 0.26
12218, 0.47
12219, 0.26
12220, 0.26
12221, 0.26
12222, 0.47
12223, 0.26
12224, 0.47
12225, 0.47
12226, 0.26
12227, 0.47
12228, 0.26
12229, 0.47
12230, 0.26
12231, 0.26
12232, 0.39
12233, 0.32
12234, 0.26
12235, 0.47
12236, 0.47
12237, 0.26
12238, 0.26
12239, 0.47
12240, 0.26
12241, 0.26
12242, 0.26
12243, 0.26
12244, 0.47
12245, 0.26
12246, 0.26
12247, 0.26
12248, 0.26
12249, 0.33
12250, 0.26
12251, 0.26
12252, 0.26
12253, 0.23
12254, 0.31
12255, 0.26
12256, 0.26
12257, 0.26
12258, 0.47
12259, 0.26
12260, 0.32
12261, 0.26
12262, 0.35
12263, 0.26
12264, 0.47
12265, 0.32
12266, 0.26
12267, 0.47
12268, 0.47
12269, 0.26
12270, 0.26
12271, 0.32
12272, 0.47
12273, 0.26
12274, 0.46
12275, 0.26
12276, 0.26
12277, 0.47
12278, 0.47
12279, 0.26
12280, 0.47
12281, 0.47
12282, 0.47
12283, 0.47
12284, 0.47
12285, 0.47
12286, 0.47
12287, 0.26
12288, 0.26
12289, 0.47
12290, 0.47
12291, 0.47
12292, 0.47
12293, 0.26
12294, 0.47
12295, 0.26
12296, 0.36
12297, 0.47
12298, 0.26
12299, 0.26
12300, 0.47
12301, 0.26
12302, 0.47
12303, 0.47
12304, 0.47
12305, 0.26
12306, 0.26
12307, 0.47
12308, 0.47
12309, 0.26
12310, 0.26
12311, 0.47
12312, 0.26
12313, 0.26
12314, 0.26
12315, 0.47
12316, 0.26
12317, 0.47
12318, 0.26
12319, 0.47
12320, 0.26
12321, 0.26
12322, 0.26
12323, 0.26
12324, 0.47
12325, 0.26
12326, 0.47
12327, 0.26
12328, 0.26
12329, 0.26
12330, 0.26
12331, 0.47
12332, 0.26
12333, 0.47
12334, 0.26
12335, 0.47
12336, 0.26
12337, 0.47
12338, 0.40
12339, 0.26
12340, 0.47
12341, 0.26
12342, 0.26
12343, 0.47
12344, 0.26
12345, 0.26
12346, 0.47
12347, 0.26
12348, 0.26
12349, 0.26
12350, 0.26
12351, 0.47
12352, 0.47
12353, 0.26
12354, 0.47
12355, 0.26
12356, 0.47
12357, 0.26
12358, 0.26
12359, 0.47
12360, 0.26
12361, 0.47
12362, 0.26
12363, 0.26
12364, 0.47
12365, 0.47
12366, 0.47
12367, 0.26
12368, 0.26
12369, 0.40
12370, 0.47
12371, 0.26
12372, 0.26
12373, 0.26
12374, 0.26
12375, 0.47
12376, 0.47
12377, 0.26
12378, 0.26
12379, 0.32
12380, 0.26
12381, 0.26
12382, 0.26
12383, 0.32
12384, 0.26
12385, 0.47
12386, 0.32
12387, 0.32
12388, 0.26
12389, 0.26
12390, 0.47
12391, 0.47
12392, 0.26
12393, 0.36
12394, 0.26
12395, 0.26
12396, 0.47
12397, 0.26
12398, 0.47
12399, 0.26
12400, 0.26
12401, 0.26
12402, 0.26
12403, 0.26
12404, 0.47
12405, 0.26
12406, 0.26
12407, 0.26
12408, 0.47
12409, 0.47
12410, 0.26
12411, 0.26
12412, 0.47
12413, 0.26
12414, 0.47
12415, 0.47
12416, 0.26
12417, 0.26
12418, 0.47
12419, 0.27
12420, 0.26
12421, 0.26
12422, 0.41
12423, 0.47
12424, 0.26
12425, 0.47
12426, 0.26
12427, 0.47
12428, 0.26
12429, 0.32
12430, 0.26
12431, 0.26
12432, 0.47
12433, 0.26
12434, 0.26
12435, 0.26
12436, 0.47
12437, 0.26
12438, 0.47
12439, 0.26
12440, 0.47
12441, 0.26
12442, 0.26
12443, 0.31
12444, 0.26
12445, 0.47
12446, 0.26
12447, 0.26
12448, 0.47
12449, 0.26
12450, 0.26
12451, 0.26
12452, 0.26
12453, 0.26
12454, 0.47
12455, 0.26
12456, 0.26
12457, 0.26
12458, 0.47
12459, 0.47
12460, 0.47
12461, 0.26
12462, 0.47
12463, 0.47
12464, 0.26
12465, 0.47
12466, 0.26
12467, 0.26
12468, 0.47
12469, 0.47
12470, 0.26
12471, 0.47
12472, 0.47
12473, 0.26
12474, 0.47
12475, 0.32
12476, 0.40
12477, 0.26
12478, 0.26
12479, 0.26
12480, 0.47
12481, 0.26
12482, 0.47
12483, 0.47
12484, 0.26
12485, 0.47
12486, 0.26
12487, 0.47
12488, 0.47
12489, 0.26
12490, 0.47
12491, 0.26
12492, 0.26
12493, 0.26
12494, 0.47
12495, 0.47
12496, 0.47
12497, 0.26
12498, 0.26
12499, 0.26
12500, 0.26
12501, 0.26
12502, 0.26
12503, 0.26
12504, 0.26
12505, 0.26
12506, 0.47
12507, 0.26
12508, 0.47
12509, 0.26
12510, 0.26
12511, 0.26
12512, 0.26
12513, 0.26
12514, 0.47
12515, 0.26
12516, 0.47
12517, 0.26
12518, 0.26
12519, 0.35
12520, 0.47
12521, 0.47
12522, 0.26
12523, 0.47
12524, 0.26
12525, 0.26
12526, 0.47
12527, 0.26
12528, 0.47
12529, 0.26
12530, 0.47
12531, 0.26
12532, 0.47
12533, 0.26
12534, 0.26
12535, 0.47
12536, 0.26
12537, 0.26
12538, 0.26
12539, 0.47
12540, 0.26
12541, 0.26
12542, 0.26
12543, 0.26
12544, 0.26
12545, 0.26
12546, 0.26
12547, 0.26
12548, 0.32
12549, 0.47
12550, 0.26
12551, 0.26
12552, 0.26
12553, 0.26
12554, 0.47
12555, 0.26
12556, 0.47
12557, 0.26
12558, 0.47
12559, 0.26
12560, 0.26
12561, 0.47
12562, 0.26
12563, 0.26
12564, 0.26
12565, 0.36
12566, 0.26
12567, 0.26
12568, 0.47
12569, 0.47
12570, 0.47
12571, 0.47
12572, 0.26
12573, 0.47
12574, 0.26
12575, 0.47
12576, 0.26
12577, 0.27
12578, 0.26
12579, 0.47
12580, 0.26
12581, 0.26
12582, 0.26
12583, 0.26
12584, 0.26
12585, 0.47
12586, 0.26
12587, 0.47
12588, 0.26
12589, 0.26
12590, 0.26
12591, 0.26
12592, 0.47
12593, 0.47
12594, 0.26
12595, 0.26
12596, 0.26
12597, 0.26
12598, 0.47
12599, 0.47
12600, 0.26
12601, 0.47
12602, 0.47
12603, 0.47
12604, 0.47
12605, 0.27
12606, 0.26
12607, 0.26
12608, 0.47
12609, 0.47
12610, 0.26
12611, 0.47
12612, 0.47
12613, 0.26
12614, 0.47
12615, 0.47
12616, 0.47
12617, 0.26
12618, 0.26
12619, 0.47
12620, 0.47
12621, 0.47
12622, 0.32
12623, 0.26
12624, 0.47
12625, 0.26
12626, 0.47
12627, 0.26
12628, 0.26
12629, 0.47
12630, 0.47
12631, 0.47
12632, 0.32
12633, 0.26
12634, 0.26
12635, 0.26
12636, 0.26
12637, 0.47
12638, 0.26
12639, 0.26
12640, 0.26
12641, 0.47
12642, 0.26
12643, 0.26
12644, 0.26
12645, 0.47
12646, 0.47
12647, 0.47
12648, 0.26
12649, 0.26
12650, 0.26
12651, 0.47
12652, 0.32
12653, 0.47
12654, 0.47
12655, 0.26
12656, 0.26
12657, 0.26
12658, 0.47
12659, 0.26
12660, 0.47
12661, 0.26
12662, 0.26
12663, 0.32
12664, 0.47
12665, 0.47
12666, 0.26
12667, 0.47
12668, 0.47
12669, 0.47
12670, 0.26
12671, 0.26
12672, 0.33
12673, 0.47
12674, 0.47
12675, 0.26
12676, 0.26
12677, 0.26
12678, 0.47
12679, 0.26
12680, 0.26
12681, 0.47
12682, 0.47
12683, 0.47
12684, 0.47
12685, 0.47
12686, 0.26
12687, 0.26
12688, 0.23
12689, 0.26
12690, 0.26
12691, 0.47
12692, 0.26
12693, 0.47
12694, 0.26
12695, 0.47
12696, 0.47
12697, 0.26
12698, 0.27
12699, 0.26
12700, 0.26
12701, 0.47
12702, 0.26
12703, 0.26
12704, 0.47
12705, 0.26
12706, 0.26
12707, 0.32
12708, 0.26
12709, 0.26
12710, 0.47
12711, 0.26
12712, 0.26
12713, 0.26
12714, 0.30
12715, 0.26
12716, 0.26
12717, 0.47
12718, 0.26
12719, 0.26
12720, 0.26
12721, 0.47
12722, 0.47
12723, 0.47
12724, 0.26
12725, 0.26
12726, 0.26
12727, 0.47
12728, 0.26
12729, 0.26
12730, 0.26
12731, 0.37
12732, 0.47
12733, 0.40
12734, 0.47
12735, 0.26
12736, 0.47
12737, 0.26
12738, 0.47
12739, 0.26
12740, 0.47
12741, 0.47
12742, 0.26
12743, 0.47
12744, 0.26
12745, 0.47
12746, 0.26
12747, 0.47
12748, 0.47
12749, 0.26
12750, 0.47
12751, 0.47
12752, 0.32
12753, 0.26
12754, 0.47
12755, 0.26
12756, 0.26
12757, 0.47
12758, 0.26
12759, 0.26
12760, 0.26
12761, 0.26
12762, 0.26
12763, 0.26
12764, 0.26
12765, 0.26
12766, 0.47
12767, 0.26
12768, 0.26
12769, 0.32
12770, 0.26
12771, 0.26
12772, 0.47
12773, 0.26
12774, 0.47
12775, 0.26
12776, 0.47
12777, 0.36
12778, 0.47
12779, 0.26
12780, 0.26
12781, 0.40
12782, 0.46
12783, 0.47
12784, 0.47
12785, 0.47
12786, 0.26
12787, 0.26
12788, 0.26
12789, 0.47
12790, 0.26
12791, 0.26
12792, 0.47
12793, 0.26
12794, 0.47
12795, 0.47
12796, 0.47
12797, 0.47
12798, 0.47
12799, 0.47
12800, 0.47
12801, 0.45
12802, 0.47
12803, 0.26
12804, 0.26
12805, 0.47
12806, 0.26
12807, 0.26
12808, 0.47
12809, 0.47
12810, 0.47
12811, 0.47
12812, 0.47
12813, 0.26
12814, 0.27
12815, 0.26
12816, 0.47
12817, 0.26
12818, 0.26
12819, 0.47
12820, 0.47
12821, 0.47
12822, 0.47
12823, 0.26
12824, 0.26
12825, 0.47
12826, 0.26
12827, 0.26
12828, 0.26
12829, 0.47
12830, 0.45
12831, 0.47
12832, 0.47
12833, 0.47
12834, 0.26
12835, 0.47
12836, 0.47
12837, 0.47
12838, 0.26
12839, 0.26
12840, 0.47
12841, 0.47
12842, 0.47
12843, 0.47
12844, 0.26
12845, 0.26
12846, 0.26
12847, 0.47
12848, 0.26
12849, 0.47
12850, 0.47
12851, 0.47
12852, 0.26
12853, 0.26
12854, 0.47
12855, 0.47
12856, 0.26
12857, 0.26
12858, 0.34
12859, 0.47
12860, 0.47
12861, 0.47
12862, 0.26
12863, 0.47
12864, 0.26
12865, 0.26
12866, 0.26
12867, 0.26
12868, 0.26
12869, 0.32
12870, 0.47
12871, 0.27
12872, 0.47
12873, 0.26
12874, 0.26
12875, 0.26
12876, 0.47
12877, 0.47
12878, 0.26
12879, 0.47
12880, 0.47
12881, 0.47
12882, 0.26
12883, 0.26
12884, 0.47
12885, 0.26
12886, 0.26
12887, 0.26
12888, 0.26
12889, 0.26
12890, 0.26
12891, 0.47
12892, 0.47
12893, 0.47
12894, 0.47
12895, 0.47
12896, 0.47
12897, 0.26
12898, 0.26
12899, 0.47
12900, 0.47
12901, 0.26
12902, 0.26
12903, 0.23
12904, 0.47
12905, 0.26
12906, 0.47
12907, 0.47
12908, 0.47
12909, 0.26
12910, 0.26
12911, 0.27
12912, 0.47
12913, 0.47
12914, 0.40
12915, 0.26
12916, 0.47
12917, 0.26
12918, 0.47
12919, 0.26
12920, 0.40
12921, 0.47
12922, 0.47
12923, 0.47
12924, 0.47
12925, 0.47
12926, 0.47
12927, 0.47
12928, 0.26
12929, 0.47
12930, 0.26
12931, 0.47
12932, 0.47
12933, 0.26
12934, 0.47
12935, 0.26
12936, 0.47
12937, 0.26
12938, 0.47
12939, 0.47
12940, 0.47
12941, 0.47
12942, 0.47
12943, 0.26
12944, 0.47
12945, 0.47
12946, 0.26
12947, 0.26
12948, 0.47
12949, 0.47
12950, 0.26
12951, 0.26
12952, 0.47
12953, 0.26
12954, 0.32
12955, 0.47
12956, 0.26
12957, 0.27
12958, 0.26
12959, 0.26
12960, 0.47
12961, 0.47
12962, 0.26
12963, 0.26
12964, 0.47
12965, 0.47
12966, 0.26
12967, 0.47
12968, 0.26
12969, 0.47
12970, 0.47
12971, 0.47
12972, 0.26
12973, 0.47
12974, 0.26
12975, 0.26
12976, 0.26
12977, 0.26
12978, 0.47
12979, 0.47
12980, 0.26
12981, 0.47
12982, 0.26
12983, 0.47
12984, 0.47
12985, 0.47
12986, 0.26
12987, 0.47
12988, 0.47
12989, 0.26
12990, 0.47
12991, 0.47
12992, 0.32
12993, 0.47
12994, 0.26
12995, 0.26
12996, 0.26
12997, 0.47
12998, 0.47
12999, 0.26
13000, 0.26
13001, 0.47
13002, 0.47
13003, 0.47
13004, 0.32
13005, 0.26
13006, 0.26
13007, 0.47
13008, 0.47
13009, 0.47
13010, 0.26
13011, 0.26
13012, 0.26
13013, 0.47
13014, 0.26
13015, 0.47
13016, 0.47
13017, 0.47
13018, 0.47
13019, 0.47
13020, 0.26
13021, 0.26
13022, 0.32
13023, 0.26
13024, 0.26
13025, 0.26
13026, 0.26
13027, 0.26
13028, 0.47
13029, 0.47
13030, 0.26
13031, 0.47
13032, 0.47
13033, 0.47
13034, 0.26
13035, 0.47
13036, 0.26
13037, 0.26
13038, 0.26
13039, 0.26
13040, 0.26
13041, 0.26
13042, 0.26
13043, 0.26
13044, 0.47
13045, 0.26
13046, 0.26
13047, 0.26
13048, 0.26
13049, 0.47
13050, 0.26
13051, 0.47
13052, 0.26
13053, 0.26
13054, 0.26
13055, 0.47
13056, 0.47
13057, 0.26
13058, 0.26
13059, 0.47
13060, 0.23
13061, 0.47
13062, 0.26
13063, 0.47
13064, 0.26
13065, 0.47
13066, 0.47
13067, 0.47
13068, 0.47
13069, 0.47
13070, 0.26
13071, 0.26
13072, 0.26
13073, 0.33
13074, 0.32
13075, 0.47
13076, 0.26
13077, 0.26
13078, 0.26
13079, 0.47
13080, 0.26
13081, 0.47
13082, 0.26
13083, 0.26
13084, 0.26
13085, 0.47
13086, 0.26
13087, 0.26
13088, 0.26
13089, 0.26
13090, 0.47
13091, 0.26
13092, 0.26
13093, 0.47
13094, 0.47
13095, 0.26
13096, 0.26
13097, 0.47
13098, 0.47
13099, 0.26
13100, 0.26
13101, 0.26
13102, 0.23
13103, 0.24
13104, 0.47
13105, 0.47
13106, 0.26
13107, 0.47
13108, 0.47
13109, 0.47
13110, 0.26
13111, 0.32
13112, 0.47
13113, 0.26
13114, 0.26
13115, 0.26
13116, 0.47
13117, 0.47
13118, 0.26
13119, 0.26
13120, 0.47
13121, 0.26
13122, 0.47
13123, 0.26
13124, 0.32
13125, 0.26
13126, 0.47
13127, 0.47
13128, 0.47
13129, 0.26
13130, 0.47
13131, 0.26
13132, 0.47
13133, 0.26
13134, 0.47
13135, 0.26
13136, 0.47
13137, 0.47
13138, 0.26
13139, 0.47
13140, 0.26
13141, 0.26
13142, 0.26
13143, 0.47
13144, 0.26
13145, 0.47
13146, 0.26
13147, 0.47
13148, 0.26
13149, 0.47
13150, 0.32
13151, 0.32
13152, 0.26
13153, 0.26
13154, 0.26
13155, 0.26
13156, 0.26
13157, 0.26
13158, 0.26
13159, 0.47
13160, 0.26
13161, 0.46
13162, 0.26
13163, 0.26
13164, 0.47
13165, 0.26
13166, 0.26
13167, 0.26
13168, 0.47
13169, 0.26
13170, 0.26
13171, 0.26
13172, 0.47
13173, 0.47
13174, 0.32
13175, 0.26
13176, 0.26
13177, 0.47
13178, 0.26
13179, 0.47
13180, 0.47
13181, 0.26
13182, 0.47
13183, 0.47
13184, 0.26
13185, 0.32
13186, 0.47
13187, 0.26
13188, 0.26
13189, 0.26
13190, 0.26
13191, 0.47
13192, 0.47
13193, 0.47
13194, 0.26
13195, 0.26
13196, 0.26
13197, 0.26
13198, 0.26
13199, 0.26
13200, 0.47
13201, 0.47
13202, 0.26
13203, 0.26
13204, 0.47
13205, 0.47
13206, 0.47
13207, 0.26
13208, 0.26
13209, 0.47
13210, 0.32
13211, 0.26
13212, 0.26
13213, 0.47
13214, 0.26
13215, 0.26
13216, 0.47
13217, 0.47
13218, 0.26
13219, 0.47
13220, 0.26
13221, 0.26
13222, 0.26
13223, 0.26
13224, 0.47
13225, 0.26
13226, 0.26
13227, 0.26
13228, 0.47
13229, 0.47
13230, 0.47
13231, 0.47
13232, 0.26
13233, 0.47
13234, 0.47
13235, 0.32
13236, 0.26
13237, 0.47
13238, 0.26
13239, 0.32
13240, 0.26
13241, 0.32
13242, 0.47
13243, 0.32
13244, 0.47
13245, 0.47
13246, 0.47
13247, 0.39
13248, 0.47
13249, 0.47
13250, 0.30
13251, 0.47
13252, 0.26
13253, 0.47
13254, 0.47
13255, 0.26
13256, 0.47
13257, 0.26
13258, 0.26
13259, 0.26
13260, 0.47
13261, 0.26
13262, 0.27
13263, 0.47
13264, 0.47
13265, 0.26
13266, 0.47
13267, 0.26
13268, 0.47
13269, 0.26
13270, 0.26
13271, 0.26
13272, 0.23
13273, 0.26
13274, 0.26
13275, 0.47
13276, 0.47
13277, 0.26
13278, 0.47
13279, 0.47
13280, 0.26
13281, 0.47
13282, 0.26
13283, 0.47
13284, 0.26
13285, 0.37
13286, 0.47
13287, 0.47
13288, 0.47
13289, 0.46
13290, 0.26
13291, 0.38
13292, 0.26
13293, 0.47
13294, 0.26
13295, 0.47
13296, 0.26
13297, 0.26
13298, 0.47
13299, 0.32
13300, 0.47
13301, 0.26
13302, 0.47
13303, 0.26
13304, 0.47
13305, 0.26
13306, 0.26
13307, 0.47
13308, 0.26
13309, 0.47
13310, 0.26
13311, 0.31
13312, 0.26
13313, 0.26
13314, 0.32
13315, 0.26
13316, 0.47
13317, 0.47
13318, 0.26
13319, 0.26
13320, 0.26
13321, 0.26
13322, 0.26
13323, 0.26
13324, 0.47
13325, 0.47
13326, 0.26
13327, 0.26
13328, 0.47
13329, 0.26
13330, 0.26
13331, 0.26
13332, 0.26
13333, 0.47
13334, 0.26
13335, 0.47
13336, 0.47
13337, 0.26
13338, 0.26
13339, 0.47
13340, 0.26
13341, 0.26
13342, 0.26
13343, 0.26
13344, 0.26
13345, 0.26
13346, 0.26
13347, 0.26
13348, 0.23
13349, 0.26
13350, 0.47
13351, 0.26
13352, 0.26
13353, 0.26
13354, 0.26
13355, 0.26
13356, 0.47
13357, 0.26
13358, 0.26
13359, 0.47
13360, 0.47
13361, 0.26
13362, 0.32
13363, 0.26
13364, 0.47
13365, 0.47
13366, 0.26
13367, 0.47
13368, 0.26
13369, 0.47
13370, 0.47
13371, 0.26
13372, 0.26
13373, 0.26
13374, 0.47
13375, 0.26
13376, 0.26
13377, 0.26
13378, 0.26
13379, 0.26
13380, 0.47
13381, 0.47
13382, 0.26
13383, 0.26
13384, 0.47
13385, 0.47
13386, 0.26
13387, 0.47
13388, 0.47
13389, 0.26
13390, 0.47
13391, 0.26
13392, 0.26
13393, 0.47
13394, 0.26
13395, 0.47
13396, 0.26
13397, 0.47
13398, 0.47
13399, 0.26
13400, 0.47
13401, 0.47
13402, 0.26
13403, 0.47
13404, 0.26
13405, 0.26
13406, 0.47
13407, 0.47
13408, 0.47
13409, 0.26
13410, 0.47
13411, 0.26
13412, 0.47
13413, 0.47
13414, 0.26
13415, 0.26
13416, 0.47
13417, 0.26
13418, 0.26
13419, 0.26
13420, 0.47
13421, 0.26
13422, 0.47
13423, 0.47
13424, 0.47
13425, 0.26
13426, 0.26
13427, 0.26
13428, 0.26
13429, 0.47
13430, 0.26
13431, 0.47
13432, 0.26
13433, 0.47
13434, 0.26
13435, 0.26
13436, 0.26
13437, 0.26
13438, 0.26
13439, 0.32
13440, 0.47
13441, 0.47
13442, 0.47
13443, 0.47
13444, 0.26
13445, 0.26
13446, 0.26
13447, 0.47
13448, 0.26
13449, 0.47
13450, 0.47
13451, 0.26
13452, 0.47
13453, 0.47
13454, 0.46
13455, 0.26
13456, 0.26
13457, 0.47
13458, 0.47
13459, 0.47
13460, 0.47
13461, 0.47
13462, 0.47
13463, 0.26
13464, 0.47
13465, 0.47
13466, 0.26
